address,price,beds,baths,area,statusText,latitude,longitude,url
"4406 E Carter Dr, Phoenix, AZ 85042","$297,900",2,2,863,House for sale,33.38297,-111.98642,https://www.zillow.comhttps://www.zillow.com/homedetails/4406-E-Carter-Dr-Phoenix-AZ-85042/7552312_zpid/
"1211 E Desert Flower Ln, Phoenix, AZ 85048","$1,098,000",5,3.5,3849,House for sale,33.318863,-112.05901,https://www.zillow.comhttps://www.zillow.com/homedetails/1211-E-Desert-Flower-Ln-Phoenix-AZ-85048/8135500_zpid/
"4312 E Roma Ave, Phoenix, AZ 85018","$1,250,000",3,2.5,2274,House for sale,33.500957,-111.98831,https://www.zillow.comhttps://www.zillow.com/homedetails/4312-E-Roma-Ave-Phoenix-AZ-85018/7835982_zpid/
"1425 E Diamond St, Phoenix, AZ 85006","$499,900",4,3,1421,House for sale,33.459354,-112.050835,https://www.zillow.comhttps://www.zillow.com/homedetails/1425-E-Diamond-St-Phoenix-AZ-85006/7530674_zpid/
"5710 E Camelback Rd, Phoenix, AZ 85018","$2,590,000",5,5.5,4592,House for sale,33.502525,-111.95828,https://www.zillow.comhttps://www.zillow.com/homedetails/5710-E-Camelback-Rd-Phoenix-AZ-85018/7838284_zpid/
"4135 N 17th St APT 11, Phoenix, AZ 85016","$265,000",2,2,1152,Townhouse for sale,33.495865,-112.044685,https://www.zillow.comhttps://www.zillow.com/homedetails/4135-N-17th-St-APT-11-Phoenix-AZ-85016/7804348_zpid/
"4822 N 63rd Ln, Phoenix, AZ 85033","$420,000",4,2,2074,House for sale,33.508175,-112.19702,https://www.zillow.comhttps://www.zillow.com/homedetails/4822-N-63rd-Ln-Phoenix-AZ-85033/7712245_zpid/
"3032 W Red Fox Rd, Phoenix, AZ 85083","$434,900",3,2,1299,House for sale,33.739838,-112.12509,https://www.zillow.comhttps://www.zillow.com/homedetails/3032-W-Red-Fox-Rd-Phoenix-AZ-85083/54824629_zpid/
"14609 S 24th Way, Phoenix, AZ 85048","$889,000",5,3,3200,House for sale,33.31407,-112.027176,https://www.zillow.comhttps://www.zillow.com/homedetails/14609-S-24th-Way-Phoenix-AZ-85048/8160977_zpid/
"15848 N 32nd Pl, Phoenix, AZ 85032","$464,500",3,2,1623,House for sale,33.631653,-112.01302,https://www.zillow.comhttps://www.zillow.com/homedetails/15848-N-32nd-Pl-Phoenix-AZ-85032/8007178_zpid/
"3840 N 43rd Ave APT 71, Phoenix, AZ 85031","$130,000",2,1.5,980,Townhouse for sale,33.492863,-112.1537,https://www.zillow.comhttps://www.zillow.com/homedetails/3840-N-43rd-Ave-APT-71-Phoenix-AZ-85031/7508009_zpid/
"330 N 18th Ave, Phoenix, AZ 85007","$100,000",,,,Multi-family home for sale,33.452637,-112.09849,https://www.zillow.comhttps://www.zillow.com/homedetails/330-N-18th-Ave-Phoenix-AZ-85007/2090034798_zpid/
"4501 W Crittenden Ln, Phoenix, AZ 85031","$294,990",3,1,962,House for sale,33.48907,-112.15618,https://www.zillow.comhttps://www.zillow.com/homedetails/4501-W-Crittenden-Ln-Phoenix-AZ-85031/7508269_zpid/
"4213 W Calle Lejos, Glendale, AZ 85310","$460,000",3,2,1605,House for sale,33.70452,-112.1508,https://www.zillow.comhttps://www.zillow.com/homedetails/4213-W-Calle-Lejos-Glendale-AZ-85310/7930002_zpid/
"4802 N 46th St, Phoenix, AZ 85018","$4,500,000",4,3.5,4996,House for sale,33.505016,-111.98227,https://www.zillow.comhttps://www.zillow.com/homedetails/4802-N-46th-St-Phoenix-AZ-85018/7836556_zpid/
"4507 E Saint Catherine Ave, Phoenix, AZ 85042","$350,000",3,1.75,1462,House for sale,33.38851,-111.984985,https://www.zillow.comhttps://www.zillow.com/homedetails/4507-E-Saint-Catherine-Ave-Phoenix-AZ-85042/66655964_zpid/
"4243 E Avalon Dr, Phoenix, AZ 85018","$1,495,000",4,3,2704,House for sale,33.48321,-111.98929,https://www.zillow.comhttps://www.zillow.com/homedetails/4243-E-Avalon-Dr-Phoenix-AZ-85018/7563773_zpid/
"18223 N 21st Pl #52, Phoenix, AZ 85022","$149,900",3,2,1344,Home for sale,33.652267,-112.036446,https://www.zillow.comhttps://www.zillow.com/homedetails/18223-N-21st-Pl-52-Phoenix-AZ-85022/2062660652_zpid/
"2311 E Hartford Ave UNIT 29, Phoenix, AZ 85022","$275,000",2,1.5,1008,Townhouse for sale,33.642372,-112.03201,https://www.zillow.comhttps://www.zillow.com/homedetails/2311-E-Hartford-Ave-UNIT-29-Phoenix-AZ-85022/88795468_zpid/
"6717 N 15th Pl, Phoenix, AZ 85014","$630,000",3,2,2051,House for sale,33.535282,-112.04784,https://www.zillow.comhttps://www.zillow.com/homedetails/6717-N-15th-Pl-Phoenix-AZ-85014/7795901_zpid/
"5044 N 18th Ave, Phoenix, AZ 85015","$495,000",3,2,1490,House for sale,33.51115,-112.09778,https://www.zillow.comhttps://www.zillow.com/homedetails/5044-N-18th-Ave-Phoenix-AZ-85015/7775953_zpid/
"3202 E Orange Dr, Phoenix, AZ 85018","$1,199,000",4,4,2823,House for sale,33.513466,-112.012695,https://www.zillow.comhttps://www.zillow.com/homedetails/3202-E-Orange-Dr-Phoenix-AZ-85018/7833049_zpid/
"13 W Silverwood Dr, Phoenix, AZ 85045","$735,000",5,3,2823,House for sale,33.300644,-112.08018,https://www.zillow.comhttps://www.zillow.com/homedetails/13-W-Silverwood-Dr-Phoenix-AZ-85045/8134591_zpid/
"1652 W Estes Way, Phoenix, AZ 85041","$455,000",3,2,1803,House for sale,33.36123,-112.09573,https://www.zillow.comhttps://www.zillow.com/homedetails/1652-W-Estes-Way-Phoenix-AZ-85041/444413482_zpid/
"3021 W Angela Dr, Phoenix, AZ 85053","$474,900",3,2,1754,House for sale,33.64569,-112.12457,https://www.zillow.comhttps://www.zillow.com/homedetails/3021-W-Angela-Dr-Phoenix-AZ-85053/7942249_zpid/
"13039 N 19th Ave, Phoenix, AZ 85029","$399,900",5,3,1880,House for sale,33.606445,-112.09925,https://www.zillow.comhttps://www.zillow.com/homedetails/13039-N-19th-Ave-Phoenix-AZ-85029/7784305_zpid/
"31038 N 40th Pl, Cave Creek, AZ 85331","$480,000",3,2,1535,House for sale,33.767326,-111.995186,https://www.zillow.comhttps://www.zillow.com/homedetails/31038-N-40th-Pl-Cave-Creek-AZ-85331/7978789_zpid/
"1617 N 22nd Pl, Phoenix, AZ 85006","$399,900",3,2,1528,House for sale,33.466507,-112.03335,https://www.zillow.comhttps://www.zillow.com/homedetails/1617-N-22nd-Pl-Phoenix-AZ-85006/7531535_zpid/
"733 W El Camino Dr, Phoenix, AZ 85021","$2,600,000",5,5,4800,House for sale,33.5568,-112.08416,https://www.zillow.comhttps://www.zillow.com/homedetails/733-W-El-Camino-Dr-Phoenix-AZ-85021/7780463_zpid/
"2045 S 6th Ave, Phoenix, AZ 85003","$250,000",2,2,1372,House for sale,33.428486,-112.081215,https://www.zillow.comhttps://www.zillow.com/homedetails/2045-S-6th-Ave-Phoenix-AZ-85003/7523311_zpid/
"4941 W Capistrano Ave, Laveen, AZ 85339","$559,223",3,2,2305,House for sale,33.35046,-112.166405,https://www.zillow.comhttps://www.zillow.com/homedetails/4941-W-Capistrano-Ave-Laveen-AZ-85339/352635471_zpid/
"1425 E Desert Cove Ave UNIT 32, Phoenix, AZ 85020","$250,000",2,2,1592,Townhouse for sale,33.5846,-112.05146,https://www.zillow.comhttps://www.zillow.com/homedetails/1425-E-Desert-Cove-Ave-UNIT-32-Phoenix-AZ-85020/2125927538_zpid/
"16414 S 36th St, Phoenix, AZ 85048","$609,000",3,2,1961,House for sale,33.296673,-112.00631,https://www.zillow.comhttps://www.zillow.com/homedetails/16414-S-36th-St-Phoenix-AZ-85048/8163091_zpid/
"4920 E Osborn Rd, Phoenix, AZ 85018","$1,650,000",4,3,3009,House for sale,33.487663,-111.9744,https://www.zillow.comhttps://www.zillow.com/homedetails/4920-E-Osborn-Rd-Phoenix-AZ-85018/7565946_zpid/
"3810 N Maryvale Pkwy APT 2077, Phoenix, AZ 85031","$95,000",1,1,672,Condo for sale,33.49163,-112.17556,https://www.zillow.comhttps://www.zillow.com/homedetails/3810-N-Maryvale-Pkwy-APT-2077-Phoenix-AZ-85031/7489919_zpid/
"4214 W Marco Polo Rd, Glendale, AZ 85308","$550,000",4,2,1782,House for sale,33.6665,-112.150536,https://www.zillow.comhttps://www.zillow.com/homedetails/4214-W-Marco-Polo-Rd-Glendale-AZ-85308/59266244_zpid/
"19401 N 7th St LOT 119, Phoenix, AZ 85024","$85,000",3,1.5,1440,Home for sale,33.66116,-112.0615,https://www.zillow.comhttps://www.zillow.com/homedetails/19401-N-7th-St-LOT-119-Phoenix-AZ-85024/449044570_zpid/
"4117 W Whispering Wind Dr, Glendale, AZ 85310","$425,000",3,2,1405,House for sale,33.70987,-112.14941,https://www.zillow.comhttps://www.zillow.com/homedetails/4117-W-Whispering-Wind-Dr-Glendale-AZ-85310/7931027_zpid/
"4933 W Capistrano Ave, Laveen, AZ 85339","$634,173",3,2.5,2300,New construction,33.350456,-112.16598,https://www.zillow.comhttps://www.zillow.com/homedetails/4933-W-Capistrano-Ave-Laveen-AZ-85339/352635473_zpid/
"3910 W Kings Ave, Phoenix, AZ 85053","$449,999",3,2,1707,House for sale,33.635292,-112.14313,https://www.zillow.comhttps://www.zillow.com/homedetails/3910-W-Kings-Ave-Phoenix-AZ-85053/7946491_zpid/
"101 N 7th St UNIT 168, Phoenix, AZ 85034","$384,900",2,2,1161,Apartment for sale,33.45,-112.06368,https://www.zillow.comhttps://www.zillow.com/homedetails/101-N-7th-St-UNIT-168-Phoenix-AZ-85034/7530329_zpid/
"1367 E Mitchell Dr, Phoenix, AZ 85014","$625,000",3,3,1568,House for sale,33.48816,-112.05241,https://www.zillow.comhttps://www.zillow.com/homedetails/1367-E-Mitchell-Dr-Phoenix-AZ-85014/7534557_zpid/
"522 W Cambridge Ave, Phoenix, AZ 85003","$849,900",3,2,1793,House for sale,33.47792,-112.08148,https://www.zillow.comhttps://www.zillow.com/homedetails/522-W-Cambridge-Ave-Phoenix-AZ-85003/7536080_zpid/
"2753 E Aster Dr, Phoenix, AZ 85032","$613,000",4,2,1551,House for sale,33.60127,-112.02289,https://www.zillow.comhttps://www.zillow.com/homedetails/2753-E-Aster-Dr-Phoenix-AZ-85032/7820590_zpid/
"11215 N 38th Ave, Phoenix, AZ 85029","$515,000",4,2,1821,House for sale,33.587875,-112.1402,https://www.zillow.comhttps://www.zillow.com/homedetails/11215-N-38th-Ave-Phoenix-AZ-85029/7743871_zpid/
"5808 S 12th Ln, Phoenix, AZ 85041","$399,900",4,2,1470,House for sale,33.393986,-112.08788,https://www.zillow.comhttps://www.zillow.com/homedetails/5808-S-12th-Ln-Phoenix-AZ-85041/2061670841_zpid/
"1002 W Kachina Trl, Phoenix, AZ 85041","$53,475",3,2,1024,Home for sale,33.357273,-112.08883,https://www.zillow.comhttps://www.zillow.com/homedetails/1002-W-Kachina-Trl-Phoenix-AZ-85041/450693370_zpid/
"4602 N 50th Ave, Phoenix, AZ 85031","$314,999",3,2,1715,House for sale,33.504517,-112.16725,https://www.zillow.comhttps://www.zillow.com/homedetails/4602-N-50th-Ave-Phoenix-AZ-85031/7720656_zpid/
"1708 W Gambit Trl, Phoenix, AZ 85085","$1,200,000",4,4,4148,House for sale,33.73591,-112.095795,https://www.zillow.comhttps://www.zillow.com/homedetails/1708-W-Gambit-Trl-Phoenix-AZ-85085/82823728_zpid/
"4050 E Agave Rd, Phoenix, AZ 85044","$510,000",4,2,1671,House for sale,33.321514,-111.99826,https://www.zillow.comhttps://www.zillow.com/homedetails/4050-E-Agave-Rd-Phoenix-AZ-85044/8255259_zpid/
"2121 W Tonto St, Phoenix, AZ 85009","$200,000",2,2,984,House for sale,33.438305,-112.10535,https://www.zillow.comhttps://www.zillow.com/homedetails/2121-W-Tonto-St-Phoenix-AZ-85009/7515871_zpid/
"6240 N 16th St UNIT 45, Phoenix, AZ 85016","$220,000",2,2,1191,Condo for sale,33.528526,-112.048515,https://www.zillow.comhttps://www.zillow.com/homedetails/6240-N-16th-St-UNIT-45-Phoenix-AZ-85016/7797045_zpid/
"2201 W Wethersfield Rd, Phoenix, AZ 85029","$350,000",3,2,1255,House for sale,33.597088,-112.10571,https://www.zillow.comhttps://www.zillow.com/homedetails/2201-W-Wethersfield-Rd-Phoenix-AZ-85029/7738646_zpid/
"27420 N 63rd Dr, Phoenix, AZ 85083","$480,000",4,3,2252,House for sale,33.73495,-112.19584,https://www.zillow.comhttps://www.zillow.com/homedetails/27420-N-63rd-Dr-Phoenix-AZ-85083/61628777_zpid/
"4532 E Sandra Ter, Phoenix, AZ 85032","$1,099,000",4,2,2497,House for sale,33.635265,-111.98341,https://www.zillow.comhttps://www.zillow.com/homedetails/4532-E-Sandra-Ter-Phoenix-AZ-85032/8019667_zpid/
"4708 N 41st Pl, Phoenix, AZ 85018","$4,095,000",5,5.5,4553,House for sale,33.506985,-111.992485,https://www.zillow.comhttps://www.zillow.com/homedetails/4708-N-41st-Pl-Phoenix-AZ-85018/284927918_zpid/
"18845 N 43rd St, Phoenix, AZ 85050","$575,000",3,2.5,1963,House for sale,33.65876,-111.989265,https://www.zillow.comhttps://www.zillow.com/homedetails/18845-N-43rd-St-Phoenix-AZ-85050/8015005_zpid/
"4814 N 35th St, Phoenix, AZ 85018","$1,395,000",4,3,2159,House for sale,33.50842,-112.00691,https://www.zillow.comhttps://www.zillow.com/homedetails/4814-N-35th-St-Phoenix-AZ-85018/7833336_zpid/
"4807 W Saint Anne Ave, Laveen, AZ 85339","$415,000",4,2.5,1702,House for sale,33.38629,-112.16203,https://www.zillow.comhttps://www.zillow.com/homedetails/4807-W-Saint-Anne-Ave-Laveen-AZ-85339/95129309_zpid/
"22039 N 35th Dr, Glendale, AZ 85310","$355,000",2,2,893,House for sale,33.68624,-112.13526,https://www.zillow.comhttps://www.zillow.com/homedetails/22039-N-35th-Dr-Glendale-AZ-85310/7937409_zpid/
"3829 W Camino Del Rio, Glendale, AZ 85310","$414,900",3,2.5,1759,House for sale,33.69995,-112.142044,https://www.zillow.comhttps://www.zillow.com/homedetails/3829-W-Camino-Del-Rio-Glendale-AZ-85310/7929720_zpid/
"4441 S 8th St, Phoenix, AZ 85040","$335,000",4,2,1320,House for sale,33.405178,-112.06209,https://www.zillow.comhttps://www.zillow.com/homedetails/4441-S-8th-St-Phoenix-AZ-85040/7524918_zpid/
"3029 E Elm St, Phoenix, AZ 85016","$1,325,000",4,4,2778,House for sale,33.50689,-112.01609,https://www.zillow.comhttps://www.zillow.com/homedetails/3029-E-Elm-St-Phoenix-AZ-85016/7803336_zpid/
"1338 E Granada Rd, Phoenix, AZ 85006","$839,999",4,4,1850,House for sale,33.468723,-112.05255,https://www.zillow.comhttps://www.zillow.com/homedetails/1338-E-Granada-Rd-Phoenix-AZ-85006/7533156_zpid/
"1134 E Brown St, Phoenix, AZ 85020","$249,900",1,1,1424,House for sale,33.577835,-112.0574,https://www.zillow.comhttps://www.zillow.com/homedetails/1134-E-Brown-St-Phoenix-AZ-85020/7787479_zpid/
"4313 N 29th Way, Phoenix, AZ 85016","$465,000",2,2,1355,House for sale,33.49927,-112.01795,https://www.zillow.comhttps://www.zillow.com/homedetails/4313-N-29th-Way-Phoenix-AZ-85016/7802907_zpid/
"5915 E Calle Del Sud, Phoenix, AZ 85018","$10,000,000",5,6.5,8284,New construction,33.495506,-111.953674,https://www.zillow.comhttps://www.zillow.com/homedetails/5915-E-Calle-Del-Sud-Phoenix-AZ-85018/81960345_zpid/
"31 W Marlette Ave, Phoenix, AZ 85013","$1,750,000",5,4.5,4135,House for sale,33.52855,-112.07517,https://www.zillow.comhttps://www.zillow.com/homedetails/31-W-Marlette-Ave-Phoenix-AZ-85013/7798747_zpid/
"9435 S 33rd Dr, Laveen, AZ 85339","$374,900",4,2.5,1810,House for sale,33.36054,-112.13063,https://www.zillow.comhttps://www.zillow.com/homedetails/9435-S-33rd-Dr-Laveen-AZ-85339/82800923_zpid/
"1208 E Hess Ave, Phoenix, AZ 85034","$350,000",3,2,1132,House for sale,33.429005,-112.055466,https://www.zillow.comhttps://www.zillow.com/homedetails/1208-E-Hess-Ave-Phoenix-AZ-85034/67754999_zpid/
"4117 E Coolidge St, Phoenix, AZ 85018","$1,500,000",3,3,2253,House for sale,33.505413,-111.99222,https://www.zillow.comhttps://www.zillow.com/homedetails/4117-E-Coolidge-St-Phoenix-AZ-85018/7835694_zpid/
"18116 N 14th St, Phoenix, AZ 85022","$1,995,000",4,4.5,4705,House for sale,33.65079,-112.05325,https://www.zillow.comhttps://www.zillow.com/homedetails/18116-N-14th-St-Phoenix-AZ-85022/71600176_zpid/
"4401 E Walatowa St, Phoenix, AZ 85044","$399,000",3,2,1685,House for sale,33.346504,-111.988655,https://www.zillow.comhttps://www.zillow.com/homedetails/4401-E-Walatowa-St-Phoenix-AZ-85044/8258096_zpid/
"3006 W Matthew Dr, Phoenix, AZ 85027","$398,000",3,2,1324,House for sale,33.67747,-112.12384,https://www.zillow.comhttps://www.zillow.com/homedetails/3006-W-Matthew-Dr-Phoenix-AZ-85027/7940381_zpid/
"2823 N 50th Ave, Phoenix, AZ 85035","$329,000",3,2.5,1616,House for sale,33.479855,-112.16482,https://www.zillow.comhttps://www.zillow.com/homedetails/2823-N-50th-Ave-Phoenix-AZ-85035/7493988_zpid/
"2556 W Amber Sun Dr, Phoenix, AZ 85085","$499,900",4,2,1625,House for sale,33.793873,-112.115135,https://www.zillow.comhttps://www.zillow.com/homedetails/2556-W-Amber-Sun-Dr-Phoenix-AZ-85085/67775163_zpid/
"4615 N 39th Ave APT 21, Phoenix, AZ 85019","$185,000",2,1.5,1026,Townhouse for sale,33.503677,-112.14232,https://www.zillow.comhttps://www.zillow.com/homedetails/4615-N-39th-Ave-APT-21-Phoenix-AZ-85019/7507129_zpid/
"22706 N 17th St, Phoenix, AZ 85024","$749,000",5,3.5,3181,House for sale,33.692673,-112.044266,https://www.zillow.comhttps://www.zillow.com/homedetails/22706-N-17th-St-Phoenix-AZ-85024/61629083_zpid/
"22218 N 28th St, Phoenix, AZ 85050","$974,999",3,2.5,2380,House for sale,33.688503,-112.022354,https://www.zillow.comhttps://www.zillow.com/homedetails/22218-N-28th-St-Phoenix-AZ-85050/300107269_zpid/
"9325 W Montecito Ave, Phoenix, AZ 85037","$449,000",4,2,1801,House for sale,33.498295,-112.26023,https://www.zillow.comhttps://www.zillow.com/homedetails/9325-W-Montecito-Ave-Phoenix-AZ-85037/442304870_zpid/
"6908 S 8th Dr, Phoenix, AZ 85041","$329,000",3,2,1584,House for sale,33.383614,-112.08355,https://www.zillow.comhttps://www.zillow.com/homedetails/6908-S-8th-Dr-Phoenix-AZ-85041/81979838_zpid/
"19230 N 5th St, Phoenix, AZ 85024","$495,000",3,2,1565,House for sale,33.661198,-112.06805,https://www.zillow.comhttps://www.zillow.com/homedetails/19230-N-5th-St-Phoenix-AZ-85024/7972551_zpid/
"5040 N Arcadia Dr, Phoenix, AZ 85018","$6,700,000",6,5.5,6134,House for sale,33.510967,-111.97077,https://www.zillow.comhttps://www.zillow.com/homedetails/5040-N-Arcadia-Dr-Phoenix-AZ-85018/7838110_zpid/
"6541 N 41st Ave, Phoenix, AZ 85019","$385,000",4,2,1676,House for sale,33.532753,-112.14687,https://www.zillow.comhttps://www.zillow.com/homedetails/6541-N-41st-Ave-Phoenix-AZ-85019/7762443_zpid/
"2916 N 48th Ave, Phoenix, AZ 85031","$375,000",4,3,2334,House for sale,33.481197,-112.161835,https://www.zillow.comhttps://www.zillow.com/homedetails/2916-N-48th-Ave-Phoenix-AZ-85031/7510186_zpid/
"3734 W Dailey St, Phoenix, AZ 85053","$432,000",3,2,1796,House for sale,33.613304,-112.139755,https://www.zillow.comhttps://www.zillow.com/homedetails/3734-W-Dailey-St-Phoenix-AZ-85053/7944709_zpid/
"2526 N 32nd St #GB23, Phoenix, AZ 85008","$99,900",3,2,1248,Home for sale,33.475994,-112.01492,https://www.zillow.comhttps://www.zillow.com/homedetails/2526-N-32nd-St-GB23-Phoenix-AZ-85008/441853680_zpid/
"7769 W Bonitos Dr, Phoenix, AZ 85035","$350,000",3,2.5,1486,House for sale,33.471634,-112.226654,https://www.zillow.comhttps://www.zillow.com/homedetails/7769-W-Bonitos-Dr-Phoenix-AZ-85035/95090512_zpid/
"2908 N 54th Dr, Phoenix, AZ 85031","$375,000",4,2,1649,House for sale,33.481018,-112.1764,https://www.zillow.comhttps://www.zillow.com/homedetails/2908-N-54th-Dr-Phoenix-AZ-85031/7497182_zpid/
"15402 N 28th St UNIT 201, Phoenix, AZ 85032","$199,900",2,2,946,Condo for sale,33.62692,-112.022575,https://www.zillow.comhttps://www.zillow.com/homedetails/15402-N-28th-St-UNIT-201-Phoenix-AZ-85032/8007814_zpid/
"7533 N 8th St, Phoenix, AZ 85020","$1,100,000",5,3,2731,House for sale,33.546116,-112.06242,https://www.zillow.comhttps://www.zillow.com/homedetails/7533-N-8th-St-Phoenix-AZ-85020/7791000_zpid/
"2239 E Wier Ave, Phoenix, AZ 85040","$377,500",3,2,1513,House for sale,33.40309,-112.03258,https://www.zillow.comhttps://www.zillow.com/homedetails/2239-E-Wier-Ave-Phoenix-AZ-85040/7545763_zpid/
"2315 W Union Hills Dr APT 108, Phoenix, AZ 85027","$287,000",3,2.5,1534,Townhouse for sale,33.65391,-112.10854,https://www.zillow.comhttps://www.zillow.com/homedetails/2315-W-Union-Hills-Dr-APT-108-Phoenix-AZ-85027/7958040_zpid/
"9615 N 34th Ave, Phoenix, AZ 85051","$419,999",4,2,1777,House for sale,33.573322,-112.13145,https://www.zillow.comhttps://www.zillow.com/homedetails/9615-N-34th-Ave-Phoenix-AZ-85051/7739248_zpid/
"3017 E Bluefield Ave, Phoenix, AZ 85032","$385,000",3,2,1059,House for sale,33.65298,-112.017,https://www.zillow.comhttps://www.zillow.com/homedetails/3017-E-Bluefield-Ave-Phoenix-AZ-85032/7999215_zpid/
"211 W Kaler Dr, Phoenix, AZ 85021","$3,299,000",5,5,5996,House for sale,33.546963,-112.07747,https://www.zillow.comhttps://www.zillow.com/homedetails/211-W-Kaler-Dr-Phoenix-AZ-85021/7793023_zpid/
"9932 N 16th Pl E, Phoenix, AZ 85020","$675,000",3,3,1900,House for sale,33.577877,-112.046364,https://www.zillow.comhttps://www.zillow.com/homedetails/9932-N-16th-Pl-E-Phoenix-AZ-85020/7811721_zpid/
"2509 E Meadowbrook Ave, Phoenix, AZ 85016","$869,000",3,3,1620,House for sale,33.5034,-112.02753,https://www.zillow.comhttps://www.zillow.com/homedetails/2509-E-Meadowbrook-Ave-Phoenix-AZ-85016/7803572_zpid/
"18845 N 23rd Pl, Phoenix, AZ 85024","$459,000",3,2,1635,House for sale,33.658455,-112.03127,https://www.zillow.comhttps://www.zillow.com/homedetails/18845-N-23rd-Pl-Phoenix-AZ-85024/7994867_zpid/
"19225 N Cave Creek Rd LOT 83, Phoenix, AZ 85024","$28,000",2,1,751,Home for sale,33.66082,-112.02913,https://www.zillow.comhttps://www.zillow.com/homedetails/19225-N-Cave-Creek-Rd-LOT-83-Phoenix-AZ-85024/2132208791_zpid/
"4203 E Hazelwood St, Phoenix, AZ 85018","$4,500,000",11,10.5,7047,House for sale,33.50367,-111.99034,https://www.zillow.comhttps://www.zillow.com/homedetails/4203-E-Hazelwood-St-Phoenix-AZ-85018/7835827_zpid/
"3437 E Acoma Dr, Phoenix, AZ 85032","$420,000",3,2,1164,House for sale,33.618896,-112.00775,https://www.zillow.comhttps://www.zillow.com/homedetails/3437-E-Acoma-Dr-Phoenix-AZ-85032/8012264_zpid/
"4201 W Renee Dr, Glendale, AZ 85308","$389,900",3,2.5,1826,House for sale,33.65487,-112.1492,https://www.zillow.comhttps://www.zillow.com/homedetails/4201-W-Renee-Dr-Glendale-AZ-85308/7935968_zpid/
"4526 E Bannock St, Phoenix, AZ 85044","$439,000",3,2,1466,House for sale,33.33058,-111.98437,https://www.zillow.comhttps://www.zillow.com/homedetails/4526-E-Bannock-St-Phoenix-AZ-85044/8150985_zpid/
"4208 E Ashler Hills Dr, Cave Creek, AZ 85331","$1,350,000",3,4,3152,House for sale,33.777878,-111.990944,https://www.zillow.comhttps://www.zillow.com/homedetails/4208-E-Ashler-Hills-Dr-Cave-Creek-AZ-85331/304792428_zpid/
"1017 E Maryland Ave UNIT 236, Phoenix, AZ 85014","$335,000",2,2,1008,House for sale,33.53078,-112.06039,https://www.zillow.comhttps://www.zillow.com/homedetails/1017-E-Maryland-Ave-UNIT-236-Phoenix-AZ-85014/7797765_zpid/
"3622 W Sunland Ave, Phoenix, AZ 85041","$310,000",5,2,1374,House for sale,33.396324,-112.1365,https://www.zillow.comhttps://www.zillow.com/homedetails/3622-W-Sunland-Ave-Phoenix-AZ-85041/7503322_zpid/
"1744 E Fremont Rd, Phoenix, AZ 85042","$449,999",3,2,1886,House for sale,33.38184,-112.04277,https://www.zillow.comhttps://www.zillow.com/homedetails/1744-E-Fremont-Rd-Phoenix-AZ-85042/7549674_zpid/
"34924 30th Ave, Phoenix, AZ 85086","$304,900",3,2,1126,Townhouse for sale,33.80087,-112.12445,https://www.zillow.comhttps://www.zillow.com/homedetails/34924-30th-Ave-Phoenix-AZ-85086/61628806_zpid/
"21655 N 36th Ave UNIT 117, Glendale, AZ 85308","$315,000",3,2.5,1457,Townhouse for sale,33.682644,-112.13708,https://www.zillow.comhttps://www.zillow.com/homedetails/21655-N-36th-Ave-UNIT-117-Glendale-AZ-85308/88792007_zpid/
"1836 N 77th Gln, Phoenix, AZ 85035","$308,000",2,2.5,1392,Townhouse for sale,33.46814,-112.22653,https://www.zillow.comhttps://www.zillow.com/homedetails/1836-N-77th-Gln-Phoenix-AZ-85035/95148145_zpid/
"8520 W Palm Ln UNIT 1054, Phoenix, AZ 85037","$275,000",3,2,1320,House for sale,33.47133,-112.24172,https://www.zillow.comhttps://www.zillow.com/homedetails/8520-W-Palm-Ln-UNIT-1054-Phoenix-AZ-85037/7474333_zpid/
"3711 E Long Lake Rd, Phoenix, AZ 85048","$459,900",3,2,1434,House for sale,33.304462,-112.00311,https://www.zillow.comhttps://www.zillow.com/homedetails/3711-E-Long-Lake-Rd-Phoenix-AZ-85048/8163268_zpid/
"711 E McKinley St, Phoenix, AZ 85006","$439,000",2,2.5,1038,House for sale,33.456535,-112.064514,https://www.zillow.comhttps://www.zillow.com/homedetails/711-E-McKinley-St-Phoenix-AZ-85006/7530166_zpid/
"28814 N 45th St, Cave Creek, AZ 85331","$865,000",4,2,2440,House for sale,33.746147,-111.984344,https://www.zillow.comhttps://www.zillow.com/homedetails/28814-N-45th-St-Cave-Creek-AZ-85331/7974985_zpid/
"2701 E Utopia Rd LOT 2, Phoenix, AZ 85050","$79,900",2,2,960,For sale by owner,33.66203,-112.02489,https://www.zillow.comhttps://www.zillow.com/homedetails/2701-E-Utopia-Rd-LOT-2-Phoenix-AZ-85050/395649243_zpid/
"2802 E Mercer Ln, Phoenix, AZ 85028","$949,000",3,3,1961,House for sale,33.586617,-112.02153,https://www.zillow.comhttps://www.zillow.com/homedetails/2802-E-Mercer-Ln-Phoenix-AZ-85028/7819288_zpid/
"3804 E Daley Ln, Phoenix, AZ 85050","$1,350,000",4,3,3211,House for sale,33.694088,-111.99511,https://www.zillow.comhttps://www.zillow.com/homedetails/3804-E-Daley-Ln-Phoenix-AZ-85050/71607365_zpid/
"4308 W Redfield Rd, Glendale, AZ 85306","$448,000",4,2,2038,House for sale,33.614204,-112.15178,https://www.zillow.comhttps://www.zillow.com/homedetails/4308-W-Redfield-Rd-Glendale-AZ-85306/7952085_zpid/
