address,price,beds,baths,area,statusText,latitude,longitude,url
"4423 W Lodge Dr, Laveen, AZ 85339","$795,000",4,3,3695,House for sale,33.3533,-112.15544,https://www.zillow.comhttps://www.zillow.com/homedetails/4423-W-Lodge-Dr-Laveen-AZ-85339/71602431_zpid/
"4408 W Summerside Rd, Laveen, AZ 85339","$550,000",5,3,3090,House for sale,33.35678,-112.15487,https://www.zillow.comhttps://www.zillow.com/homedetails/4408-W-Summerside-Rd-Laveen-AZ-85339/67771637_zpid/
"349 E Thomas Rd UNIT E401, Phoenix, AZ 85012","$310,000",3,2,1620,Condo for sale,33.478703,-112.06801,https://www.zillow.comhttps://www.zillow.com/homedetails/349-E-Thomas-Rd-UNIT-E401-Phoenix-AZ-85012/7536408_zpid/
"1006 S 3rd Ave, Phoenix, AZ 85003","$135,000",3,1,1554,House for sale,33.437843,-112.07757,https://www.zillow.comhttps://www.zillow.com/homedetails/1006-S-3rd-Ave-Phoenix-AZ-85003/7522887_zpid/
"8717 W Wilshire Dr, Phoenix, AZ 85037","$349,000",4,2,1822,House for sale,33.475548,-112.24745,https://www.zillow.comhttps://www.zillow.com/homedetails/8717-W-Wilshire-Dr-Phoenix-AZ-85037/7473942_zpid/
"7030 N 12th St, Phoenix, AZ 85020","$475,000",4,2,1688,House for sale,33.539345,-112.05659,https://www.zillow.comhttps://www.zillow.com/homedetails/7030-N-12th-St-Phoenix-AZ-85020/7792035_zpid/
"1425 E Desert Cove Ave UNIT 49, Phoenix, AZ 85020","$225,000",2,2,1592,Townhouse for sale,33.585335,-112.05147,https://www.zillow.comhttps://www.zillow.com/homedetails/1425-E-Desert-Cove-Ave-UNIT-49-Phoenix-AZ-85020/2061833092_zpid/
"8043 W Albeniz Pl, Phoenix, AZ 85043","$340,000",3,2.5,1395,New construction,33.41322,-112.23377,https://www.zillow.comhttps://www.zillow.com/homedetails/8043-W-Albeniz-Pl-Phoenix-AZ-85043/95093044_zpid/
"4414 E Hubbell St UNIT 66, Phoenix, AZ 85008","$319,000",2,2,1012,Condo for sale,33.47042,-111.986275,https://www.zillow.comhttps://www.zillow.com/homedetails/4414-E-Hubbell-St-UNIT-66-Phoenix-AZ-85008/7560938_zpid/
"1602 N 73rd Ave, Phoenix, AZ 85035","$415,000",4,2,2047,House for sale,33.465996,-112.21659,https://www.zillow.comhttps://www.zillow.com/homedetails/1602-N-73rd-Ave-Phoenix-AZ-85035/7475117_zpid/
"4616 N Royal Palm Cir, Phoenix, AZ 85018","$3,999,000",4,4,4379,House for sale,33.504288,-111.97171,https://www.zillow.comhttps://www.zillow.com/homedetails/4616-N-Royal-Palm-Cir-Phoenix-AZ-85018/7838217_zpid/
"2731 E Windsor Ave, Phoenix, AZ 85008","$460,000",3,2,1329,House for sale,33.478355,-112.02255,https://www.zillow.comhttps://www.zillow.com/homedetails/2731-E-Windsor-Ave-Phoenix-AZ-85008/55258860_zpid/
"3747 W Atlanta Ave, Phoenix, AZ 85041","$285,000",3,1.5,1053,House for sale,33.399876,-112.13945,https://www.zillow.comhttps://www.zillow.com/homedetails/3747-W-Atlanta-Ave-Phoenix-AZ-85041/7503412_zpid/
"712 W Vernon Ave, Phoenix, AZ 85007","$1,265,000",4,2,2184,House for sale,33.474308,-112.083496,https://www.zillow.comhttps://www.zillow.com/homedetails/712-W-Vernon-Ave-Phoenix-AZ-85007/7520827_zpid/
"4714 E Broadway Rd, Phoenix, AZ 85040","$199,900",2,1,924,Townhouse for sale,33.407547,-111.97957,https://www.zillow.comhttps://www.zillow.com/homedetails/4714-E-Broadway-Rd-Phoenix-AZ-85040/7556919_zpid/
"4215 W Hackamore Dr, Phoenix, AZ 85083","$699,000",5,3,2708,House for sale,33.714203,-112.15147,https://www.zillow.comhttps://www.zillow.com/homedetails/4215-W-Hackamore-Dr-Phoenix-AZ-85083/50184469_zpid/
"4226 W Evans Dr, Phoenix, AZ 85053","$409,900",3,2,1466,Foreclosure,33.617393,-112.15041,https://www.zillow.comhttps://www.zillow.com/homedetails/4226-W-Evans-Dr-Phoenix-AZ-85053/7945284_zpid/
"2342 N 40th Ave, Phoenix, AZ 85009","$359,999",3,2,1080,House for sale,33.474674,-112.14594,https://www.zillow.comhttps://www.zillow.com/homedetails/2342-N-40th-Ave-Phoenix-AZ-85009/7512504_zpid/
"4436 E Shomi St, Phoenix, AZ 85044","$330,000",2,2,1426,House for sale,33.32778,-111.987434,https://www.zillow.comhttps://www.zillow.com/homedetails/4436-E-Shomi-St-Phoenix-AZ-85044/8150953_zpid/
"2224 N 24th Pl, Phoenix, AZ 85008","$398,500",3,1,1039,House for sale,33.472683,-112.02934,https://www.zillow.comhttps://www.zillow.com/homedetails/2224-N-24th-Pl-Phoenix-AZ-85008/7543703_zpid/
"216 E Harmont Dr, Phoenix, AZ 85020","$950,000",4,3,2294,House for sale,33.55496,-112.069725,https://www.zillow.comhttps://www.zillow.com/homedetails/216-E-Harmont-Dr-Phoenix-AZ-85020/7794408_zpid/
"4750 N Central Ave #A3, Phoenix, AZ 85012","$159,000",2,1,980,Condo for sale,33.50723,-112.07441,https://www.zillow.comhttps://www.zillow.com/homedetails/4750-N-Central-Ave-A3-Phoenix-AZ-85012/2075692048_zpid/
"4216 N 20th St, Phoenix, AZ 85016","$575,000",4,2,2103,House for sale,33.49789,-112.03921,https://www.zillow.comhttps://www.zillow.com/homedetails/4216-N-20th-St-Phoenix-AZ-85016/7804446_zpid/
"6623 S 23rd Dr, Phoenix, AZ 85041","$450,000",4,2,1843,House for sale,33.385513,-112.10842,https://www.zillow.comhttps://www.zillow.com/homedetails/6623-S-23rd-Dr-Phoenix-AZ-85041/60976912_zpid/
"2514 E Pleasant Ln, Phoenix, AZ 85042","$675,000",4,3,2482,House for sale,33.39128,-112.02732,https://www.zillow.comhttps://www.zillow.com/homedetails/2514-E-Pleasant-Ln-Phoenix-AZ-85042/284857541_zpid/
"909 W Tamarisk Ave, Phoenix, AZ 85041","$345,000",4,3,2004,New construction,33.40353,-112.08423,https://www.zillow.comhttps://www.zillow.com/homedetails/909-W-Tamarisk-Ave-Phoenix-AZ-85041/2053524653_zpid/
"530 W Almeria Rd, Phoenix, AZ 85003","$799,900",3,3.5,1787,House for sale,33.467045,-112.0819,https://www.zillow.comhttps://www.zillow.com/homedetails/530-W-Almeria-Rd-Phoenix-AZ-85003/7537454_zpid/
"4033 W Sharon Ave, Phoenix, AZ 85029","$525,000",4,2,1859,House for sale,33.608753,-112.14576,https://www.zillow.comhttps://www.zillow.com/homedetails/4033-W-Sharon-Ave-Phoenix-AZ-85029/7741869_zpid/
"807 E Fairmount Ave, Phoenix, AZ 85014","$535,000",5,3,1550,Multi-family home for sale,33.492596,-112.06347,https://www.zillow.comhttps://www.zillow.com/homedetails/807-E-Fairmount-Ave-Phoenix-AZ-85014/81972272_zpid/
"2989 N 44th St UNIT 3016, Phoenix, AZ 85018","$390,000",2,2,1081,Condo for sale,33.48224,-111.984085,https://www.zillow.comhttps://www.zillow.com/homedetails/2989-N-44th-St-UNIT-3016-Phoenix-AZ-85018/60977865_zpid/
"1835 E Burgess Ln, Phoenix, AZ 85042","$429,900",4,2,2085,House for sale,33.389565,-112.041245,https://www.zillow.comhttps://www.zillow.com/homedetails/1835-E-Burgess-Ln-Phoenix-AZ-85042/7548528_zpid/
"3651 N 49th Pl, Phoenix, AZ 85018","$2,299,999",4,3.5,3103,House for sale,33.490646,-111.97402,https://www.zillow.comhttps://www.zillow.com/homedetails/3651-N-49th-Pl-Phoenix-AZ-85018/7565968_zpid/
"16604 N 1st Dr #121, Phoenix, AZ 85023","$15,000",2,2,980,Home for sale,33.63832,-112.076256,https://www.zillow.comhttps://www.zillow.com/homedetails/16604-N-1st-Dr-121-Phoenix-AZ-85023/450096130_zpid/
"22903 N 39th Ter, Phoenix, AZ 85050","$1,165,000",4,3,3677,House for sale,33.69435,-111.98504,https://www.zillow.comhttps://www.zillow.com/homedetails/22903-N-39th-Ter-Phoenix-AZ-85050/62731306_zpid/
"2422 E Rockledge Rd, Phoenix, AZ 85048","$675,000",3,2,2109,House for sale,33.314095,-112.02992,https://www.zillow.comhttps://www.zillow.com/homedetails/2422-E-Rockledge-Rd-Phoenix-AZ-85048/8159616_zpid/
"4136 E Eugie Ave, Phoenix, AZ 85032","$565,000",3,2,1460,House for sale,33.610306,-111.9918,https://www.zillow.comhttps://www.zillow.com/homedetails/4136-E-Eugie-Ave-Phoenix-AZ-85032/7823026_zpid/
"7013 W Branham Ln, Laveen, AZ 85339","$450,000",5,3.5,2708,House for sale,33.37565,-112.20827,https://www.zillow.comhttps://www.zillow.com/homedetails/7013-W-Branham-Ln-Laveen-AZ-85339/71492503_zpid/
"2336 E Flower St, Phoenix, AZ 85016","$535,000",3,1.5,1212,House for sale,33.485985,-112.030815,https://www.zillow.comhttps://www.zillow.com/homedetails/2336-E-Flower-St-Phoenix-AZ-85016/7539491_zpid/
"4750 N Central Ave UNIT 12H, Phoenix, AZ 85012","$119,900",1,1,602,Condo for sale,33.507137,-112.07492,https://www.zillow.comhttps://www.zillow.com/homedetails/4750-N-Central-Ave-UNIT-12H-Phoenix-AZ-85012/72104389_zpid/
"2449 W Missouri Ave, Phoenix, AZ 85015","$89,900",2,1.5,1100,Condo for sale,33.515724,-112.11138,https://www.zillow.comhttps://www.zillow.com/homedetails/2449-W-Missouri-Ave-Phoenix-AZ-85015/443637332_zpid/
"801 E Siesta Dr, Phoenix, AZ 85042","$499,900",5,4,2632,Multi-family home for sale,33.364586,-112.06421,https://www.zillow.comhttps://www.zillow.com/homedetails/801-E-Siesta-Dr-Phoenix-AZ-85042/8133311_zpid/
"1950 E Kings Ave, Phoenix, AZ 85022","$410,000",3,2,1268,House for sale,33.636322,-112.039665,https://www.zillow.comhttps://www.zillow.com/homedetails/1950-E-Kings-Ave-Phoenix-AZ-85022/8004917_zpid/
"1736 W Pollack St, Phoenix, AZ 85041","$340,000",4,3.5,1992,House for sale,33.380238,-112.09621,https://www.zillow.comhttps://www.zillow.com/homedetails/1736-W-Pollack-St-Phoenix-AZ-85041/121861683_zpid/
"3248 E Windrose Dr, Phoenix, AZ 85032","$449,000",3,2,1886,House for sale,33.603024,-112.01108,https://www.zillow.comhttps://www.zillow.com/homedetails/3248-E-Windrose-Dr-Phoenix-AZ-85032/7814435_zpid/
"2929 E Sequoia Dr, Phoenix, AZ 85050","$340,000",3,2,1821,Home for sale,33.66414,-112.0202,https://www.zillow.comhttps://www.zillow.com/homedetails/2929-E-Sequoia-Dr-Phoenix-AZ-85050/7994152_zpid/
"6328 W Fawn Dr, Laveen, AZ 85339","$355,000",3,2,1405,House for sale,33.374756,-112.19599,https://www.zillow.comhttps://www.zillow.com/homedetails/6328-W-Fawn-Dr-Laveen-AZ-85339/71607665_zpid/
"8218 S 7th St, Phoenix, AZ 85042","$110,000",3,2,6352,Home for sale,33.371925,-112.06815,https://www.zillow.comhttps://www.zillow.com/homedetails/8218-S-7th-St-Phoenix-AZ-85042/284847334_zpid/
"8520 W Palm Ln UNIT 1131, Phoenix, AZ 85037","$278,000",3,2,1224,House for sale,33.4703,-112.24376,https://www.zillow.comhttps://www.zillow.com/homedetails/8520-W-Palm-Ln-UNIT-1131-Phoenix-AZ-85037/7474285_zpid/
"7336 S 48th Gln, Laveen, AZ 85339","$343,900",4,2.5,1638,Foreclosure,33.379967,-112.16378,https://www.zillow.comhttps://www.zillow.com/homedetails/7336-S-48th-Gln-Laveen-AZ-85339/81954220_zpid/
"2501 E Campbell Ave, Phoenix, AZ 85016","$625,000",4,2,2031,House for sale,33.50186,-112.02786,https://www.zillow.comhttps://www.zillow.com/homedetails/2501-E-Campbell-Ave-Phoenix-AZ-85016/7803020_zpid/
"649 N 67th Dr #25, Phoenix, AZ 85043","$135,000",3,2,1344,Home for sale,33.4566,-112.20383,https://www.zillow.comhttps://www.zillow.com/homedetails/649-N-67th-Dr-25-Phoenix-AZ-85043/443971801_zpid/
"1410 S 24th Ave, Phoenix, AZ 85009","$350,000",4,2,1800,Multi-family home for sale,33.434704,-112.11099,https://www.zillow.comhttps://www.zillow.com/homedetails/1410-S-24th-Ave-Phoenix-AZ-85009/81998419_zpid/
"4330 E Desert Trumpet Rd, Phoenix, AZ 85044","$389,000",2,2,947,House for sale,33.314255,-111.990555,https://www.zillow.comhttps://www.zillow.com/homedetails/4330-E-Desert-Trumpet-Rd-Phoenix-AZ-85044/8164808_zpid/
"18049 N 13th Ave, Phoenix, AZ 85023","$800,000",4,2.5,3231,House for sale,33.65079,-112.088844,https://www.zillow.comhttps://www.zillow.com/homedetails/18049-N-13th-Ave-Phoenix-AZ-85023/7956541_zpid/
"1420 E Sonrisas St, Phoenix, AZ 85040","$360,000",2,2.5,1302,House for sale,33.400944,-112.05067,https://www.zillow.comhttps://www.zillow.com/homedetails/1420-E-Sonrisas-St-Phoenix-AZ-85040/61627387_zpid/
"9245 S 4th Ave, Phoenix, AZ 85041","$399,990",5,3,1283,House for sale,33.36154,-112.07974,https://www.zillow.comhttps://www.zillow.com/homedetails/9245-S-4th-Ave-Phoenix-AZ-85041/8132704_zpid/
"4132 N 42nd St, Phoenix, AZ 85018","$1,628,000",4,3.5,2552,House for sale,33.496197,-111.99146,https://www.zillow.comhttps://www.zillow.com/homedetails/4132-N-42nd-St-Phoenix-AZ-85018/7836136_zpid/
"28021 N 23rd Dr, Phoenix, AZ 85085","$570,000",3,2.5,2152,House for sale,33.73928,-112.1088,https://www.zillow.comhttps://www.zillow.com/homedetails/28021-N-23rd-Dr-Phoenix-AZ-85085/55265876_zpid/
"3125 W Desert Ln, Laveen, AZ 85339","$724,900",4,2.5,3458,House for sale,33.37233,-112.12772,https://www.zillow.comhttps://www.zillow.com/homedetails/3125-W-Desert-Ln-Laveen-AZ-85339/71621685_zpid/
"1226 W Purdue Ave, Phoenix, AZ 85021","$380,000",6,6,2700,House for sale,33.574245,-112.0889,https://www.zillow.comhttps://www.zillow.com/homedetails/1226-W-Purdue-Ave-Phoenix-AZ-85021/7782026_zpid/
"3946 W Holly St, Phoenix, AZ 85009","$259,990",3,1,1210,House for sale,33.471222,-112.14494,https://www.zillow.comhttps://www.zillow.com/homedetails/3946-W-Holly-St-Phoenix-AZ-85009/7512711_zpid/
"7719 N 17th Ave, Phoenix, AZ 85021","$599,800",4,2,1773,House for sale,33.550194,-112.095825,https://www.zillow.comhttps://www.zillow.com/homedetails/7719-N-17th-Ave-Phoenix-AZ-85021/7777075_zpid/
"9456 W Jamestown Rd, Phoenix, AZ 85037","$349,500",4,2.5,2461,House for sale,33.47622,-112.26298,https://www.zillow.comhttps://www.zillow.com/homedetails/9456-W-Jamestown-Rd-Phoenix-AZ-85037/62727148_zpid/
"1337 E Paseo Way, Phoenix, AZ 85042","$975,000",4,3.5,3143,House for sale,33.36205,-112.05506,https://www.zillow.comhttps://www.zillow.com/homedetails/1337-E-Paseo-Way-Phoenix-AZ-85042/284855661_zpid/
"3808 E Fairmount Ave, Phoenix, AZ 85018","$1,650,000",4,3.5,2798,House for sale,33.492886,-111.99931,https://www.zillow.comhttps://www.zillow.com/homedetails/3808-E-Fairmount-Ave-Phoenix-AZ-85018/7564283_zpid/
"4437 E Villa Theresa Dr, Phoenix, AZ 85032","$515,000",4,2.5,1748,House for sale,33.654694,-111.98452,https://www.zillow.comhttps://www.zillow.com/homedetails/4437-E-Villa-Theresa-Dr-Phoenix-AZ-85032/8017193_zpid/
"1607 W Shangri La Rd, Phoenix, AZ 85029","$390,000",4,3,2073,House for sale,33.58731,-112.093636,https://www.zillow.comhttps://www.zillow.com/homedetails/1607-W-Shangri-La-Rd-Phoenix-AZ-85029/7784827_zpid/
"23638 N 41st Ave, Glendale, AZ 85310","$475,000",3,2,1856,House for sale,33.701313,-112.14865,https://www.zillow.comhttps://www.zillow.com/homedetails/23638-N-41st-Ave-Glendale-AZ-85310/89664869_zpid/
"3917 E Patrick Ln, Phoenix, AZ 85050","$1,500,000",4,2.5,3170,House for sale,33.69406,-111.99113,https://www.zillow.comhttps://www.zillow.com/homedetails/3917-E-Patrick-Ln-Phoenix-AZ-85050/62731178_zpid/
"6701 W Catalina Dr, Phoenix, AZ 85033","$375,000",3,2,1350,House for sale,33.482708,-112.20353,https://www.zillow.comhttps://www.zillow.com/homedetails/6701-W-Catalina-Dr-Phoenix-AZ-85033/7468708_zpid/
"2941 E Darrow St, Phoenix, AZ 85042","$324,000",2,2,1205,Townhouse for sale,33.37875,-112.01854,https://www.zillow.comhttps://www.zillow.com/homedetails/2941-E-Darrow-St-Phoenix-AZ-85042/71619613_zpid/
"514 E Pearce Rd, Phoenix, AZ 85042","$575,000",3,2,3100,House for sale,33.35552,-112.06766,https://www.zillow.comhttps://www.zillow.com/homedetails/514-E-Pearce-Rd-Phoenix-AZ-85042/95105269_zpid/
"121 N 28th Ave, Phoenix, AZ 85009","$220,000",3,2,1058,House for sale,33.450043,-112.11981,https://www.zillow.comhttps://www.zillow.com/homedetails/121-N-28th-Ave-Phoenix-AZ-85009/7514546_zpid/
"5750 W T Ryan Ln, Laveen, AZ 85339","$445,000",5,3,2854,House for sale,33.39003,-112.18222,https://www.zillow.comhttps://www.zillow.com/homedetails/5750-W-T-Ryan-Ln-Laveen-AZ-85339/60975834_zpid/
"2650 W Union Hills Dr LOT 245, Phoenix, AZ 85027","$39,000",1,1,840,Home for sale,33.656467,-112.11697,https://www.zillow.comhttps://www.zillow.com/homedetails/2650-W-Union-Hills-Dr-LOT-245-Phoenix-AZ-85027/453317868_zpid/
"12042 S 44th St, Phoenix, AZ 85044","$655,000",4,3,2383,House for sale,33.336636,-111.98888,https://www.zillow.comhttps://www.zillow.com/homedetails/12042-S-44th-St-Phoenix-AZ-85044/8258380_zpid/
"6302 N 13th Pl, Phoenix, AZ 85014","$650,000",2,2,1605,House for sale,33.529305,-112.05272,https://www.zillow.comhttps://www.zillow.com/homedetails/6302-N-13th-Pl-Phoenix-AZ-85014/7797490_zpid/
"6830 W McKinley St, Phoenix, AZ 85043","$58,000",1,1,980,Home for sale,33.456802,-112.20679,https://www.zillow.comhttps://www.zillow.com/homedetails/6830-W-McKinley-St-Phoenix-AZ-85043/2060415172_zpid/
"1516 W Shangri La Rd, Phoenix, AZ 85029","$385,000",2,2,1321,For sale by owner,33.587723,-112.09183,https://www.zillow.comhttps://www.zillow.com/homedetails/1516-W-Shangri-La-Rd-Phoenix-AZ-85029/7784808_zpid/
"3334 E Southern Ave LOT 36, Phoenix, AZ 85040","$10,000",3,1,720,Home for sale,33.394154,-112.0094,https://www.zillow.comhttps://www.zillow.com/homedetails/3334-E-Southern-Ave-LOT-36-Phoenix-AZ-85040/453002550_zpid/
"1105 W Anderson Dr, Phoenix, AZ 85023","$400,000",3,2,1339,House for sale,33.642754,-112.08838,https://www.zillow.comhttps://www.zillow.com/homedetails/1105-W-Anderson-Dr-Phoenix-AZ-85023/7963537_zpid/
"5542 W Big Oak St, Phoenix, AZ 85083","$1,075,000",4,3,4863,House for sale,33.73419,-112.179504,https://www.zillow.comhttps://www.zillow.com/homedetails/5542-W-Big-Oak-St-Phoenix-AZ-85083/95171933_zpid/
"1306 E Fillmore St, Phoenix, AZ 85006","$530,000",3,3,1387,Multi-family home for sale,33.45512,-112.054016,https://www.zillow.comhttps://www.zillow.com/homedetails/1306-E-Fillmore-St-Phoenix-AZ-85006/7529591_zpid/
"3614 W Danbury Dr, Glendale, AZ 85308","$439,000",3,2,1505,House for sale,33.641766,-112.13679,https://www.zillow.comhttps://www.zillow.com/homedetails/3614-W-Danbury-Dr-Glendale-AZ-85308/7947593_zpid/
"16021 N 30th St UNIT 122, Phoenix, AZ 85032","$334,900",3,3,1426,Townhouse for sale,33.63228,-112.01599,https://www.zillow.comhttps://www.zillow.com/homedetails/16021-N-30th-St-UNIT-122-Phoenix-AZ-85032/81973401_zpid/
"8170 W Groom Creek Rd, Phoenix, AZ 85043","$280,000",3,3,1534,Townhouse for sale,33.464268,-112.23445,https://www.zillow.comhttps://www.zillow.com/homedetails/8170-W-Groom-Creek-Rd-Phoenix-AZ-85043/87799673_zpid/
"710 W Ardmore Rd, Phoenix, AZ 85041","$669,900",5,3,2862,House for sale,33.36898,-112.08388,https://www.zillow.comhttps://www.zillow.com/homedetails/710-W-Ardmore-Rd-Phoenix-AZ-85041/95070823_zpid/
"7619 W Clarendon Ave, Phoenix, AZ 85033","$299,995",3,2,1106,House for sale,33.491566,-112.22398,https://www.zillow.comhttps://www.zillow.com/homedetails/7619-W-Clarendon-Ave-Phoenix-AZ-85033/7478200_zpid/
"4515 N 36th Way, Phoenix, AZ 85018","$2,385,000",4,4.5,4027,House for sale,33.50289,-112.00062,https://www.zillow.comhttps://www.zillow.com/homedetails/4515-N-36th-Way-Phoenix-AZ-85018/146218870_zpid/
"7325 W Wilshire Dr, Phoenix, AZ 85035","$285,000",3,2.5,1579,Foreclosure,33.474648,-112.21714,https://www.zillow.comhttps://www.zillow.com/homedetails/7325-W-Wilshire-Dr-Phoenix-AZ-85035/95102892_zpid/
"17232 N 29th Ave, Phoenix, AZ 85053","$388,000",3,2,1316,House for sale,33.64263,-112.12211,https://www.zillow.comhttps://www.zillow.com/homedetails/17232-N-29th-Ave-Phoenix-AZ-85053/7942147_zpid/
"22204 N 55th St, Phoenix, AZ 85054","$1,030,000",3,2,2449,House for sale,33.68777,-111.95794,https://www.zillow.comhttps://www.zillow.com/homedetails/22204-N-55th-St-Phoenix-AZ-85054/7989473_zpid/
"3018 W Country Club Ter, Phoenix, AZ 85027","$420,000",3,2,1608,House for sale,33.691772,-112.12306,https://www.zillow.comhttps://www.zillow.com/homedetails/3018-W-Country-Club-Ter-Phoenix-AZ-85027/7932944_zpid/
"2562 E Wier Ave, Phoenix, AZ 85040","$269,000",2,1,874,House for sale,33.403545,-112.02428,https://www.zillow.comhttps://www.zillow.com/homedetails/2562-E-Wier-Ave-Phoenix-AZ-85040/7547995_zpid/
"4257 E Marino Dr, Phoenix, AZ 85032","$424,900",3,2,1675,House for sale,33.650555,-111.98934,https://www.zillow.comhttps://www.zillow.com/homedetails/4257-E-Marino-Dr-Phoenix-AZ-85032/8017738_zpid/
"6627 S 42nd Pl, Phoenix, AZ 85042","$374,000",3,2,1176,House for sale,33.386677,-111.990166,https://www.zillow.comhttps://www.zillow.com/homedetails/6627-S-42nd-Pl-Phoenix-AZ-85042/7555539_zpid/
"6722 W Taylor St #294, Phoenix, AZ 85043","$140,000",4,2,1475,Home for sale,33.45425,-112.20571,https://www.zillow.comhttps://www.zillow.com/homedetails/6722-W-Taylor-St-294-Phoenix-AZ-85043/2057130744_zpid/
"14042 N 44th St, Phoenix, AZ 85032","$635,000",4,2,1937,House for sale,33.61519,-111.98685,https://www.zillow.comhttps://www.zillow.com/homedetails/14042-N-44th-St-Phoenix-AZ-85032/8030347_zpid/
"3713 W Nancy Ln, Phoenix, AZ 85041","$394,900",3,2,1458,House for sale,33.389374,-112.13859,https://www.zillow.comhttps://www.zillow.com/homedetails/3713-W-Nancy-Ln-Phoenix-AZ-85041/67774260_zpid/
"8501 W Highland Ave, Phoenix, AZ 85037","$370,000",3,2,1323,House for sale,33.505157,-112.24246,https://www.zillow.comhttps://www.zillow.com/homedetails/8501-W-Highland-Ave-Phoenix-AZ-85037/7483669_zpid/
"17411 N 36th St, Phoenix, AZ 85032","$479,999",3,2,1370,House for sale,33.64389,-112.00304,https://www.zillow.comhttps://www.zillow.com/homedetails/17411-N-36th-St-Phoenix-AZ-85032/7998231_zpid/
"5735 N 32nd Dr, Phoenix, AZ 85017","$325,000",3,2,1751,House for sale,33.521908,-112.128815,https://www.zillow.comhttps://www.zillow.com/homedetails/5735-N-32nd-Dr-Phoenix-AZ-85017/7762653_zpid/
"4656 E Beck Ln, Phoenix, AZ 85032","$580,000",3,2.5,2020,House for sale,33.627483,-111.9802,https://www.zillow.comhttps://www.zillow.com/homedetails/4656-E-Beck-Ln-Phoenix-AZ-85032/123848050_zpid/
"1174 E Belmont Ave, Phoenix, AZ 85020","$425,000",3,2,1334,Townhouse for sale,33.549183,-112.05712,https://www.zillow.comhttps://www.zillow.com/homedetails/1174-E-Belmont-Ave-Phoenix-AZ-85020/7791255_zpid/
"2221 E Lynne Ln, Phoenix, AZ 85042","$319,900",4,2,1196,House for sale,33.391197,-112.0334,https://www.zillow.comhttps://www.zillow.com/homedetails/2221-E-Lynne-Ln-Phoenix-AZ-85042/7547542_zpid/
"14439 N 38th Pl, Phoenix, AZ 85032","$399,900",3,2,1344,House for sale,33.618755,-111.99717,https://www.zillow.comhttps://www.zillow.com/homedetails/14439-N-38th-Pl-Phoenix-AZ-85032/8012624_zpid/
"5314 N Las Casitas Pl, Phoenix, AZ 85016","$525,000",2,2,1538,Townhouse for sale,33.515137,-112.04528,https://www.zillow.comhttps://www.zillow.com/homedetails/5314-N-Las-Casitas-Pl-Phoenix-AZ-85016/7809318_zpid/
"3236 E Chandler Blvd UNIT 2003, Phoenix, AZ 85048","$285,000",2,1,1093,Townhouse for sale,33.30555,-112.01174,https://www.zillow.comhttps://www.zillow.com/homedetails/3236-E-Chandler-Blvd-UNIT-2003-Phoenix-AZ-85048/68960592_zpid/
"8051 W Mariposa Dr, Phoenix, AZ 85033","$340,000",3,2,1078,House for sale,33.50714,-112.23328,https://www.zillow.comhttps://www.zillow.com/homedetails/8051-W-Mariposa-Dr-Phoenix-AZ-85033/7482627_zpid/
"14801 S 8th St, Phoenix, AZ 85048","$675,000",4,2.5,2347,House for sale,33.3124,-112.06279,https://www.zillow.comhttps://www.zillow.com/homedetails/14801-S-8th-St-Phoenix-AZ-85048/8133724_zpid/
"3801 E Captain Dreyfus Ave, Phoenix, AZ 85032","$425,000",3,2,1264,House for sale,33.604862,-111.99912,https://www.zillow.comhttps://www.zillow.com/homedetails/3801-E-Captain-Dreyfus-Ave-Phoenix-AZ-85032/7814266_zpid/
"10006 N 7th Pl, Phoenix, AZ 85020","$445,000",4,2,1902,House for sale,33.57715,-112.06385,https://www.zillow.comhttps://www.zillow.com/homedetails/10006-N-7th-Pl-Phoenix-AZ-85020/67801980_zpid/
"6808 N 11th St, Phoenix, AZ 85014","$649,900",4,2,1729,House for sale,33.536705,-112.05917,https://www.zillow.comhttps://www.zillow.com/homedetails/6808-N-11th-St-Phoenix-AZ-85014/7796162_zpid/
"5408 W Allen St, Laveen, AZ 85339","$420,000",3,2,2149,House for sale,33.368282,-112.17516,https://www.zillow.comhttps://www.zillow.com/homedetails/5408-W-Allen-St-Laveen-AZ-85339/89026475_zpid/
"5814 E Camelback Rd, Phoenix, AZ 85018","$8,999,000",5,5,6243,House for sale,33.502357,-111.955986,https://www.zillow.comhttps://www.zillow.com/homedetails/5814-E-Camelback-Rd-Phoenix-AZ-85018/121861049_zpid/
"3901 E Pinnacle Peak Rd LOT 193, Phoenix, AZ 85050","$205,000",2,2,1400,Home for sale,33.692062,-111.99858,https://www.zillow.comhttps://www.zillow.com/homedetails/3901-E-Pinnacle-Peak-Rd-LOT-193-Phoenix-AZ-85050/2058094317_zpid/
"3150 E Beardsley Rd UNIT 1091, Phoenix, AZ 85050","$369,000",3,2.5,1361,Condo for sale,33.670532,-112.01523,https://www.zillow.comhttps://www.zillow.com/homedetails/3150-E-Beardsley-Rd-UNIT-1091-Phoenix-AZ-85050/55120137_zpid/
"20419 N 34th St, Phoenix, AZ 85050","$450,000",3,2,1564,House for sale,33.67207,-112.010124,https://www.zillow.comhttps://www.zillow.com/homedetails/20419-N-34th-St-Phoenix-AZ-85050/7991885_zpid/
"10601 N 36th St, Phoenix, AZ 85028","$525,000",4,2,1629,House for sale,33.582874,-112.00415,https://www.zillow.comhttps://www.zillow.com/homedetails/10601-N-36th-St-Phoenix-AZ-85028/7819589_zpid/
